  vx           vy
 -0.13119E-13  0.65381E+00
 -0.28193E-16  0.10221E+01
  0.11201E+00  0.97806E+00
  0.21996E+00  0.86668E+00
  0.35189E+00  0.71115E+00
  0.47215E+00  0.56460E+00
  0.58216E+00  0.44109E+00
  0.67219E+00  0.35269E+00
  0.74355E+00  0.29786E+00
  0.80089E+00  0.27586E+00
  0.84696E+00  0.28829E+00
  0.87851E+00  0.33762E+00
  0.87847E+00  0.42374E+00
  0.85891E+00  0.51508E+00
  0.78017E+00  0.60338E+00
  0.71136E+00  0.64252E+00
  0.64409E+00  0.65489E+00
  0.59890E+00  0.64054E+00
  0.57367E+00  0.61068E+00
  0.56576E+00  0.56576E+00
  0.57335E+00  0.50593E+00
  0.59575E+00  0.43349E+00
  0.63017E+00  0.35624E+00
  0.67490E+00  0.28332E+00
  0.71998E+00  0.22487E+00
  0.76157E+00  0.18347E+00
  0.79728E+00  0.16013E+00
  0.82780E+00  0.15501E+00
  0.85446E+00  0.16987E+00
  0.87606E+00  0.20971E+00
  0.88540E+00  0.28057E+00
  0.86088E+00  0.38581E+00
  0.81254E+00  0.49488E+00
  0.69550E+00  0.60174E+00
  0.58245E+00  0.65912E+00
  0.46407E+00  0.69293E+00
  0.36233E+00  0.70547E+00
  0.27487E+00  0.71136E+00
  0.19818E+00  0.71393E+00
  0.12858E+00  0.71520E+00
  0.63285E-01  0.71579E+00
  0.65734E-13  0.71597E+00
  0.14411E-13  0.96897E+00
  0.45687E-02  0.91516E+00
  0.11084E+00  0.74520E+00
  0.18138E+00  0.58742E+00
  0.33996E+00  0.42292E+00
  0.48727E+00  0.32345E+00
  0.61061E+00  0.25774E+00
  0.71209E+00  0.21995E+00
  0.80019E+00  0.20856E+00
  0.88333E+00  0.22592E+00
  0.96045E+00  0.29216E+00
  0.10157E+01  0.41437E+00
  0.91016E+00  0.61035E+00
  0.88161E+00  0.68784E+00
  0.72399E+00  0.74947E+00
  0.62856E+00  0.71901E+00
  0.56572E+00  0.68188E+00
  0.52787E+00  0.63293E+00
  0.50593E+00  0.57335E+00
  0.49834E+00  0.49834E+00
  0.51068E+00  0.40706E+00
  0.55330E+00  0.30816E+00
  0.60547E+00  0.22864E+00
  0.67190E+00  0.16984E+00
  0.73264E+00  0.13611E+00
  0.78549E+00  0.11911E+00
  0.83376E+00  0.11728E+00
  0.88191E+00  0.13301E+00
  0.93484E+00  0.17157E+00
  0.98785E+00  0.25727E+00
  0.10208E+01  0.40106E+00
  0.88118E+00  0.62543E+00
  0.82079E+00  0.72630E+00
  0.61714E+00  0.81400E+00
  0.47451E+00  0.80792E+00
  0.36247E+00  0.80152E+00
  0.27319E+00  0.79259E+00
  0.19636E+00  0.78610E+00
  0.12733E+00  0.78170E+00
