vx  vy
0.67002E+00  0.23864E+00
0.11283E+00  0.56057E+00
0.13691E-04  0.14479E-03
0.14490E-04  0.14482E-03
0.15105E-04  0.14482E-03
0.15557E-04  0.14480E-03
0.15859E-04  0.14478E-03
0.14635E-02  0.77569E+00
0.23438E+00  0.75474E+00
0.40301E+00  0.76745E+00
0.67319E+00  0.71010E+00
0.70943E+00  0.68712E+00
0.75981E+00  0.29246E+00
0.51035E+00  0.23207E+00
0.30247E+00  0.22135E+00
0.65831E-01  0.30585E+00
-0.14776E-01  0.41346E+00
-0.80649E-01  0.65097E+00
-0.12025E-01  0.66244E+00
0.26757E-13  0.67281E+00
0.35959E-13  0.28479E+01
-0.51361E-03  0.28753E+01
0.10639E-04  0.29644E-04
0.12380E-04  0.34593E-04
0.10815E-04  0.37399E-04
0.10459E-04  0.34807E-04
0.99618E-05  0.28931E-04
0.11225E-04  0.20247E+01
0.50907E-05  0.20589E-04
0.57830E-05  0.21863E-04
0.69745E-05  0.23029E-04
0.91472E-05  0.22301E-04
0.10938E-04  0.19964E-04
0.13083E-04  0.14714E+01
0.67133E-01  0.14031E+01
0.36342E-05  0.22945E-04
0.13366E-04  0.27253E-04
0.21784E-04  0.18178E-04
0.21685E-04  0.15464E-04
0.17922E-04  0.26628E-04
0.47944E-04  0.19212E+01
0.73563E+00  0.72064E+00
0.21284E+00  0.74562E+00
0.14423E-04  0.14218E-03
0.15808E-04  0.14263E-03
0.17004E-04  0.14306E-03
0.18046E-04  0.14346E-03
0.18961E-04  0.14382E-03
0.14612E-02  0.53293E+00
0.22872E+00  0.54937E+00
0.43579E+00  0.57464E+00
0.56404E+00  0.59229E+00
0.64627E+00  0.52114E+00
0.59377E+00  0.47617E+00
0.48352E+00  0.41267E+00
0.32192E+00  0.41422E+00
0.18247E+00  0.45711E+00
0.69349E-01  0.54696E+00
0.27832E-01  0.60687E+00
0.43055E-02  0.66000E+00
-0.26123E-13  0.67010E+00
0.18791E-13  0.27245E+01
0.20141E+00  0.28479E+01
0.34344E-04  0.25420E-04
0.14338E-04  0.42252E-04
0.10093E-04  0.39034E-04
0.61470E-05  0.36866E-04
0.34059E-05  0.30029E-04
-0.75242E-05  0.20215E+01
0.47619E-05  0.20944E-04
0.71921E-05  0.20885E-04
0.71248E-05  0.22101E-04
0.73447E-05  0.21195E-04
0.72695E-05  0.18633E-04
0.83127E-05  0.14098E+01
0.13521E-01  0.13898E+01
0.13828E-04  0.12886E-04
0.14954E-04  0.17104E-04
0.18183E-04  0.17193E-04
0.20358E-04  0.16093E-04
0.25937E-04  0.14205E-04
0.27523E-04  0.10941E+01
0.24141E+00  0.10396E+01
0.32489E+00  0.94099E+00
0.11614E-04  0.13631E-03
0.11599E-04  0.13682E-03
0.11629E-04  0.13737E-03
0.11635E-04  0.13794E-03
0.11539E-04  0.13853E-03
0.14026E-02  0.25030E+00
0.31106E+00  0.30323E+00
0.48206E+00  0.42414E+00
0.59065E+00  0.49126E+00
0.62741E+00  0.53583E+00
0.57075E+00  0.55376E+00
0.46886E+00  0.55301E+00
0.34207E+00  0.55801E+00
0.22291E+00  0.57948E+00
0.13280E+00  0.61291E+00
0.68369E-01  0.65275E+00
0.29564E-01  0.67678E+00
0.72360E-14  0.68644E+00
-0.28249E-14  0.23599E+01
0.28816E+00  0.30307E+01
0.28887E+01  0.73682E-04
0.12431E+01  0.46175E-04
0.65007E+00  0.43991E-04
0.26452E+00  0.38828E-04
-0.15130E+00  0.41292E-04
-0.12240E+01  0.21046E+01
0.15570E-04  0.14338E-04
0.73815E-05  0.23227E-04
0.72799E-05  0.22042E-04
0.57886E-05  0.22129E-04
0.42808E-05  0.19228E-04
-0.30475E-05  0.14098E+01
-0.33175E-01  0.14003E+01
0.15791E-04  0.13737E-04
0.16142E-04  0.14964E-04
0.17479E-04  0.14818E-04
0.19548E-04  0.13475E-04
0.21830E-04  0.11338E-04
0.25123E-04  0.79308E+00
0.26644E+00  0.75549E+00
0.36084E+00  0.12030E+01
0.16809E+01  0.13240E-03
0.10717E+01  0.13275E-03
0.86062E+00  0.13293E-03
0.74929E+00  0.13302E-03
0.68943E+00  0.13308E-03
0.68486E+00  -0.27221E+00
0.42951E+00  0.16386E+00
0.60648E+00  0.28423E+00
0.70066E+00  0.42134E+00
0.64815E+00  0.58539E+00
0.62932E+00  0.64344E+00
0.47269E+00  0.69211E+00
0.34633E+00  0.67921E+00
0.24000E+00  0.67967E+00
0.15584E+00  0.68947E+00
0.91728E-01  0.70327E+00
0.41811E-01  0.71533E+00
0.17325E-13  0.71956E+00
0.93771E-13  0.19857E+01
0.66881E+00  0.18144E+01
0.84567E+00  0.15958E+01
0.10283E+01  0.58981E+00
0.57582E+00  0.38873E+00
0.26695E+00  0.31923E+00
-0.47503E-01  0.43109E+00
0.15701E-01  0.91947E+00
0.12129E+01  0.34743E-04
0.77462E+00  0.22358E-04
0.68969E+00  0.23253E-04
0.58435E+00  0.22796E-04
0.24612E+00  0.27021E-04
-0.65951E+00  0.14489E+01
0.22874E-02  0.13161E+01
0.15802E-04  0.14151E-04
0.17051E-04  0.14441E-04
0.16296E-04  0.14158E-04
0.17058E-04  0.11618E-04
0.19196E-04  0.83106E-05
0.21593E-04  0.50764E+00
0.27979E+00  0.55864E+00
0.68898E+00  0.55587E+00
0.84700E+00  0.57907E+00
