  vx           vy
  0.80918E-01  0.28890E+00
  0.10245E+00  0.27442E+00
  0.12027E+00  0.25789E+00
  0.13433E+00  0.24034E+00
  0.14487E+00  0.22262E+00
  0.15226E+00  0.20545E+00
  0.15702E+00  0.18911E+00
  0.15955E+00  0.17403E+00
  0.16031E+00  0.16031E+00
  0.15967E+00  0.14798E+00
  0.15793E+00  0.13702E+00
  0.15534E+00  0.12736E+00
  0.15211E+00  0.11891E+00
  0.14838E+00  0.11158E+00
  0.14425E+00  0.10526E+00
  0.13982E+00  0.99858E-01
  0.13515E+00  0.95281E-01
  0.13026E+00  0.91444E-01
  0.12520E+00  0.88268E-01
  0.11997E+00  0.85680E-01
  0.11459E+00  0.83612E-01
  0.10904E+00  0.82002E-01
  0.10336E+00  0.80801E-01
  0.97514E-01  0.79947E-01
  0.91508E-01  0.79393E-01
  0.85339E-01  0.79094E-01
  0.79003E-01  0.79003E-01
  0.72500E-01  0.79080E-01
  0.65832E-01  0.79285E-01
  0.59001E-01  0.79580E-01
  0.52016E-01  0.79931E-01
  0.44885E-01  0.80306E-01
  0.37623E-01  0.80675E-01
  0.30245E-01  0.81014E-01
  0.22772E-01  0.81301E-01
  0.15224E-01  0.81518E-01
  0.76246E-02  0.81654E-01
  0.53091E-16  0.81700E-01
 -0.00000E+00  0.28340E+00
  0.24361E-01  0.28148E+00
  0.47753E-01  0.27589E+00
  0.69332E-01  0.26708E+00
  0.88473E-01  0.25569E+00
  0.10481E+00  0.24249E+00
  0.11822E+00  0.22821E+00
  0.12879E+00  0.21354E+00
  0.13672E+00  0.19904E+00
  0.14237E+00  0.18501E+00
  0.14601E+00  0.17184E+00
  0.14798E+00  0.15967E+00
  0.14858E+00  0.14858E+00
  0.14806E+00  0.13860E+00
  0.14664E+00  0.12972E+00
  0.14450E+00  0.12188E+00
  0.14177E+00  0.11503E+00
  0.13857E+00  0.10910E+00
  0.13499E+00  0.10401E+00
  0.13107E+00  0.99703E-01
  0.12687E+00  0.96095E-01
  0.12242E+00  0.93124E-01
  0.11774E+00  0.90727E-01
  0.11285E+00  0.88843E-01
  0.10773E+00  0.87414E-01
  0.10243E+00  0.86393E-01
  0.96906E-01  0.85722E-01
  0.91178E-01  0.85353E-01
  0.85241E-01  0.85241E-01
  0.79094E-01  0.85339E-01
  0.72737E-01  0.85603E-01
  0.66175E-01  0.85991E-01
  0.59413E-01  0.86463E-01
  0.52462E-01  0.86981E-01
  0.45333E-01  0.87510E-01
  0.38043E-01  0.88017E-01
  0.30613E-01  0.88473E-01
  0.23066E-01  0.88855E-01
  0.15429E-01  0.89141E-01
  0.77301E-02  0.89319E-01
  0.53832E-16  0.89380E-01
 -0.00000E+00  0.26065E+00
  0.20996E-01  0.25916E+00
  0.41282E-01  0.25479E+00
  0.60229E-01  0.24784E+00
  0.77344E-01  0.23878E+00
  0.92309E-01  0.22814E+00
  0.10497E+00  0.21647E+00
  0.11534E+00  0.20429E+00
  0.12350E+00  0.19207E+00
  0.12971E+00  0.18006E+00
  0.13413E+00  0.16863E+00
  0.13702E+00  0.15793E+00
  0.13860E+00  0.14806E+00
  0.13909E+00  0.13909E+00
  0.13866E+00  0.13103E+00
  0.13747E+00  0.12386E+00
  0.13564E+00  0.11757E+00
  0.13328E+00  0.11210E+00
  0.13047E+00  0.10740E+00
  0.12727E+00  0.10342E+00
  0.12373E+00  0.10011E+00
  0.11987E+00  0.97408E-01
  0.11573E+00  0.95261E-01
  0.11131E+00  0.93617E-01
  0.10662E+00  0.92423E-01
  0.10170E+00  0.91634E-01
  0.96506E-01  0.91194E-01
  0.91058E-01  0.91058E-01
  0.85353E-01  0.91178E-01
  0.79393E-01  0.91508E-01
  0.73180E-01  0.92001E-01
  0.66719E-01  0.92614E-01
  0.60016E-01  0.93301E-01
  0.53085E-01  0.94022E-01
  0.45941E-01  0.94737E-01
  0.38604E-01  0.95410E-01
  0.31098E-01  0.96008E-01
  0.23451E-01  0.96503E-01
  0.15696E-01  0.96874E-01
  0.78669E-02  0.97104E-01
  0.54791E-16  0.97181E-01
 -0.00000E+00  0.24092E+00
  0.18354E-01  0.23974E+00
  0.36176E-01  0.23628E+00
  0.52986E-01  0.23074E+00
  0.68396E-01  0.22346E+00
  0.82132E-01  0.21482E+00
  0.94043E-01  0.20523E+00
  0.10409E+00  0.19509E+00
  0.11229E+00  0.18480E+00
  0.11883E+00  0.17455E+00
  0.12379E+00  0.16469E+00
  0.12736E+00  0.15534E+00
  0.12972E+00  0.14664E+00
  0.13103E+00  0.13866E+00
  0.13143E+00  0.13143E+00
  0.13107E+00  0.12497E+00
  0.13004E+00  0.11928E+00
  0.12844E+00  0.11432E+00
  0.12635E+00  0.11006E+00
  0.12382E+00  0.10648E+00
  0.12089E+00  0.10351E+00
  0.11761E+00  0.10114E+00
  0.11399E+00  0.99293E-01
  0.11004E+00  0.97941E-01
  0.10578E+00  0.97031E-01
  0.10123E+00  0.96522E-01
  0.96362E-01  0.96362E-01
  0.91194E-01  0.96506E-01
  0.85722E-01  0.96906E-01
  0.79947E-01  0.97514E-01
  0.73872E-01  0.98282E-01
  0.67503E-01  0.99161E-01
  0.60849E-01  0.10011E+00
  0.53923E-01  0.10107E+00
  0.46743E-01  0.10201E+00
  0.39334E-01  0.10288E+00
  0.31724E-01  0.10365E+00
  0.23946E-01  0.10428E+00
  0.16038E-01  0.10475E+00
  0.80415E-02  0.10504E+00
  0.56015E-16  0.10514E+00
 -0.00000E+00  0.22358E+00
  0.16252E-01  0.22264E+00
  0.32097E-01  0.21986E+00
  0.47164E-01  0.21540E+00
  0.61142E-01  0.20950E+00
  0.73800E-01  0.20243E+00
  0.84994E-01  0.19452E+00
  0.94662E-01  0.18608E+00
  0.10279E+00  0.17741E+00
  0.10950E+00  0.16869E+00
  0.11483E+00  0.16021E+00
  0.11891E+00  0.15211E+00
  0.12188E+00  0.14450E+00
  0.12386E+00  0.13747E+00
  0.12497E+00  0.13107E+00
  0.12532E+00  0.12532E+00
  0.12500E+00  0.12025E+00
  0.12409E+00  0.11583E+00
  0.12266E+00  0.11206E+00
  0.12075E+00  0.10890E+00
  0.11842E+00  0.10634E+00
  0.11568E+00  0.10433E+00
  0.11256E+00  0.10283E+00
  0.10908E+00  0.10182E+00
  0.10524E+00  0.10124E+00
  0.10106E+00  0.10106E+00
  0.96522E-01  0.10123E+00
  0.91634E-01  0.10170E+00
  0.86393E-01  0.10243E+00
  0.80801E-01  0.10336E+00
  0.74860E-01  0.10445E+00
  0.68574E-01  0.10564E+00
  0.61954E-01  0.10689E+00
  0.55014E-01  0.10814E+00
  0.47776E-01  0.10934E+00
  0.40266E-01  0.11045E+00
  0.32518E-01  0.11142E+00
  0.24571E-01  0.11222E+00
  0.16469E-01  0.11281E+00
  0.82612E-02  0.11317E+00
  0.57554E-16  0.11329E+00
 -0.00000E+00  0.20814E+00
  0.14562E-01  0.20738E+00
  0.28808E-01  0.20513E+00
  0.42445E-01  0.20152E+00
  0.55222E-01  0.19670E+00
  0.66946E-01  0.19090E+00
  0.77484E-01  0.18435E+00
  0.86766E-01  0.17730E+00
  0.94751E-01  0.17001E+00
  0.10154E+00  0.16261E+00
  0.10711E+00  0.15536E+00
  0.11158E+00  0.14838E+00
  0.11503E+00  0.14177E+00
  0.11757E+00  0.13564E+00
  0.11928E+00  0.13004E+00
  0.12025E+00  0.12500E+00
  0.12055E+00  0.12055E+00
  0.12027E+00  0.11670E+00
  0.11944E+00  0.11343E+00
  0.11812E+00  0.11074E+00
  0.11634E+00  0.10861E+00
  0.11413E+00  0.10700E+00
  0.11151E+00  0.10590E+00
  0.10848E+00  0.10526E+00
  0.10505E+00  0.10506E+00
  0.10124E+00  0.10525E+00
  0.97033E-01  0.10579E+00
  0.92425E-01  0.10663E+00
  0.87417E-01  0.10774E+00
  0.82005E-01  0.10905E+00
  0.76191E-01  0.11051E+00
  0.69980E-01  0.11208E+00
  0.63379E-01  0.11368E+00
  0.56406E-01  0.11526E+00
  0.49082E-01  0.11677E+00
  0.41438E-01  0.11816E+00
  0.33513E-01  0.11937E+00
  0.25351E-01  0.12036E+00
  0.17006E-01  0.12109E+00
  0.85348E-02  0.12154E+00
  0.59470E-16  0.12170E+00
 -0.00000E+00  0.19424E+00
  0.13193E-01  0.19362E+00
  0.26135E-01  0.19179E+00
  0.38595E-01  0.18884E+00
  0.50366E-01  0.18489E+00
  0.61288E-01  0.18010E+00
  0.71240E-01  0.17467E+00
  0.80151E-01  0.16879E+00
  0.87967E-01  0.16266E+00
  0.94763E-01  0.15641E+00
  0.10050E+00  0.15023E+00
  0.10526E+00  0.14425E+00
  0.10910E+00  0.13857E+00
  0.11210E+00  0.13328E+00
  0.11432E+00  0.12844E+00
  0.11583E+00  0.12409E+00
  0.11670E+00  0.12027E+00
  0.11698E+00  0.11698E+00
  0.11671E+00  0.11423E+00
  0.11594E+00  0.11202E+00
  0.11469E+00  0.11034E+00
  0.11299E+00  0.10917E+00
  0.11085E+00  0.10849E+00
  0.10827E+00  0.10827E+00
  0.10525E+00  0.10848E+00
  0.10182E+00  0.10908E+00
  0.97941E-01  0.11004E+00
  0.93617E-01  0.11131E+00
  0.88843E-01  0.11285E+00
  0.83612E-01  0.11459E+00
  0.77922E-01  0.11648E+00
  0.71775E-01  0.11847E+00
  0.65179E-01  0.12048E+00
  0.58148E-01  0.12246E+00
  0.50709E-01  0.12433E+00
  0.42893E-01  0.12605E+00
  0.34744E-01  0.12754E+00
  0.26316E-01  0.12876E+00
  0.17669E-01  0.12966E+00
  0.88727E-02  0.13022E+00
  0.61836E-16  0.13041E+00
 -0.00000E+00  0.18159E+00
  0.12076E-01  0.18108E+00
  0.23952E-01  0.17958E+00
  0.35438E-01  0.17716E+00
  0.46369E-01  0.17391E+00
  0.56606E-01  0.16996E+00
  0.66044E-01  0.16545E+00
  0.74614E-01  0.16054E+00
  0.82255E-01  0.15541E+00
  0.89027E-01  0.15013E+00
  0.94876E-01  0.14490E+00
  0.99858E-01  0.13982E+00
  0.10401E+00  0.13499E+00
  0.10740E+00  0.13047E+00
  0.11006E+00  0.12635E+00
  0.11206E+00  0.12266E+00
  0.11343E+00  0.11944E+00
  0.11423E+00  0.11671E+00
  0.11449E+00  0.11449E+00
  0.11424E+00  0.11278E+00
  0.11350E+00  0.11157E+00
  0.11229E+00  0.11086E+00
  0.11062E+00  0.11062E+00
  0.10849E+00  0.11085E+00
  0.10589E+00  0.11151E+00
  0.10283E+00  0.11256E+00
  0.99293E-01  0.11399E+00
  0.95261E-01  0.11573E+00
  0.90727E-01  0.11774E+00
  0.85680E-01  0.11997E+00
  0.80112E-01  0.12235E+00
  0.74021E-01  0.12483E+00
  0.67414E-01  0.12732E+00
  0.60302E-01  0.12975E+00
  0.52713E-01  0.13206E+00
  0.44681E-01  0.13416E+00
  0.36257E-01  0.13598E+00
  0.27500E-01  0.13748E+00
  0.18483E-01  0.13858E+00
  0.92872E-02  0.13926E+00
  0.64738E-16  0.13949E+00
 -0.00000E+00  0.16995E+00
  0.11161E-01  0.16954E+00
  0.22160E-01  0.16831E+00
  0.32843E-01  0.16632E+00
  0.43071E-01  0.16364E+00
  0.52728E-01  0.16037E+00
  0.61722E-01  0.15663E+00
  0.69987E-01  0.15254E+00
  0.77461E-01  0.14825E+00
  0.84194E-01  0.14382E+00
  0.90121E-01  0.13943E+00
  0.95281E-01  0.13515E+00
  0.99703E-01  0.13107E+00
  0.10342E+00  0.12727E+00
  0.10648E+00  0.12382E+00
  0.10890E+00  0.12075E+00
