  vx           vy
  0.18051E+01  0.13901E+00
  0.17798E+01  0.25124E+00
  0.15669E+01  0.42952E+00
  0.14558E+01  0.45325E+00
  0.12052E+01  0.46010E+00
  0.10428E+01  0.37054E+00
  0.92560E+00  0.29162E+00
  0.84333E+00  0.21600E+00
  0.78574E+00  0.14595E+00
  0.75272E+00  0.76491E-01
  0.74684E+00  0.10051E-01
  0.78588E+00  -0.47604E-01
  0.79914E+00  -0.49847E-01
  0.85756E+00  -0.48736E-01
  0.86628E+00  -0.19698E-01
  0.86817E+00  -0.75584E-02
  0.86826E+00  0.15254E-02
  0.86969E+00  0.10780E-01
  0.87276E+00  0.24983E-01
  0.87834E+00  0.49423E-01
  0.88073E+00  0.10255E+00
  0.86407E+00  0.19266E+00
  0.71900E+00  0.33654E+00
  0.62728E+00  0.38988E+00
  0.42932E+00  0.43574E+00
  0.27182E+00  0.41913E+00
  0.13111E+00  0.40907E+00
  0.39537E-13  0.40458E+00
 -0.24940E-13  0.34061E+01
  0.61321E+00  0.32186E+01
  0.10430E+01  0.27367E+01
  0.12093E+01  0.21481E+01
  0.11883E+01  0.14877E+01
  0.10229E+01  0.91095E+00
  0.13777E+01  0.33999E+00
  0.15702E+01  0.16482E+00
  0.16789E+01  0.84394E-01
  0.17367E+01  0.47813E-01
  0.17726E+01  0.33103E-01
  0.18021E+01  0.32955E-01
  0.18371E+01  0.51453E-01
  0.19030E+01  0.82865E-01
  0.19795E+01  0.32444E+00
  0.23007E+01  0.48334E+00
  0.13403E+01  0.92326E+00
  0.11080E+01  0.63359E+00
  0.93032E+00  0.50329E+00
  0.83274E+00  0.38064E+00
  0.75908E+00  0.28187E+00
  0.70608E+00  0.19069E+00
  0.66905E+00  0.10335E+00
  0.66560E+00  -0.10566E-01
  0.68839E+00  -0.96746E-01
  0.97398E+00  -0.18633E+00
  0.89445E+00  -0.38870E-01
  0.88719E+00  -0.16537E-01
  0.87732E+00  -0.51924E-02
  0.87590E+00  0.75171E-03
  0.87926E+00  0.68045E-02
  0.88936E+00  0.15686E-01
  0.90990E+00  0.34303E-01
  0.95656E+00  0.62158E-01
  0.10183E+01  0.23286E+00
  0.12427E+01  0.37273E+00
  0.61096E+00  0.71970E+00
  0.41501E+00  0.59753E+00
  0.24537E+00  0.56386E+00
  0.11905E+00  0.53556E+00
 -0.52160E-13  0.52737E+00
  0.93745E-13  0.28808E+01
  0.35257E+00  0.27767E+01
  0.60688E+00  0.24994E+01
  0.70221E+00  0.21219E+01
  0.61768E+00  0.16314E+01
  0.53972E-05  0.22548E-04
  0.11830E-04  0.23799E-04
  0.15127E-04  0.22792E-04
  0.16500E-04  0.21611E-04
  0.17244E-04  0.20532E-04
  0.17689E-04  0.19735E-04
  0.18084E-04  0.19300E-04
  0.18438E-04  0.19848E-04
  0.20031E-04  0.19687E-04
  0.17776E-04  0.36458E-04
  0.59746E-04  0.26485E+01
  0.12181E+01  0.10453E+01
  0.83667E+00  0.82279E+00
  0.78445E+00  0.59361E+00
  0.71160E+00  0.45354E+00
  0.65788E+00  0.33786E+00
  0.60912E+00  0.23713E+00
  0.56870E+00  0.12986E+00
  0.51849E+00  0.40621E-01
  0.58008E+00  -0.36605E+00
  0.22339E-04  -0.15525E-04
  0.79748E-05  -0.22690E-05
  0.91799E-05  0.51211E-06
  0.87823E-05  0.31899E-05
  0.87983E-05  0.51670E-05
  0.88290E-05  0.69889E-05
  0.89726E-05  0.87724E-05
  0.91828E-05  0.10960E-04
  0.10230E-04  0.12578E-04
  0.92069E-05  0.23972E-04
  0.35025E-04  0.17505E+01
  0.59841E+00  0.85986E+00
  0.29950E+00  0.77430E+00
  0.20357E+00  0.68194E+00
  0.96910E-01  0.64611E+00
  0.37362E-13  0.63407E+00
  0.64028E-13  0.25836E+01
  0.20057E+00  0.25231E+01
  0.34244E+00  0.23582E+01
  0.37985E+00  0.21255E+01
  0.26045E+00  0.18756E+01
  0.15368E-04  0.16327E-04
  0.12910E-04  0.20797E-04
  0.14543E-04  0.21207E-04
  0.15613E-04  0.20689E-04
  0.16400E-04  0.19923E-04
  0.17092E-04  0.19196E-04
  0.17867E-04  0.18729E-04
  0.19180E-04  0.18449E-04
  0.20827E-04  0.19726E-04
  0.28858E-04  0.18582E-04
  0.31858E-04  0.14125E+01
  0.41479E+00  0.12374E+01
  0.62082E+00  0.83071E+00
  0.60109E+00  0.64471E+00
  0.58390E+00  0.49652E+00
  0.54948E+00  0.38255E+00
  0.50873E+00  0.28112E+00
  0.45642E+00  0.18393E+00
  0.39804E+00  0.62008E-01
  0.24414E+00  -0.86626E-01
  0.16284E-04  -0.83873E-06
  0.14402E-04  -0.19813E-05
  0.11521E-04  0.14007E-05
  0.10971E-04  0.34082E-05
  0.10609E-04  0.52616E-05
  0.10562E-04  0.69131E-05
  0.10742E-04  0.85587E-05
  0.11363E-04  0.10163E-04
  0.12254E-04  0.12552E-04
  0.17020E-04  0.13104E-04
  0.18067E-04  0.11433E+01
  0.16167E+00  0.10534E+01
  0.21162E+00  0.84480E+00
  0.13848E+00  0.77301E+00
  0.72245E-01  0.73047E+00
 -0.34193E-13  0.71827E+00
  0.63357E-13  0.24152E+01
  0.11157E+00  0.23800E+01
  0.18709E+00  0.22844E+01
  0.19669E+00  0.21542E+01
  0.12722E+00  0.20366E+01
  0.15175E-04  0.20109E-04
  0.14506E-04  0.20008E-04
  0.14439E-04  0.20336E-04
  0.15020E-04  0.19935E-04
  0.15656E-04  0.19245E-04
  0.16389E-04  0.18459E-04
  0.17368E-04  0.17675E-04
  0.18752E-04  0.17005E-04
  0.21308E-04  0.16088E-04
  0.24119E-04  0.14455E-04
  0.27911E-04  0.10076E+01
  0.23661E+00  0.93487E+00
  0.38435E+00  0.79115E+00
  0.45230E+00  0.63358E+00
  0.46261E+00  0.51394E+00
  0.44891E+00  0.41325E+00
  0.41525E+00  0.32531E+00
  0.36323E+00  0.24121E+00
  0.28079E+00  0.15591E+00
  0.15987E+00  0.76436E-01
  0.16996E-04  0.29623E-06
  0.15061E-04  0.12559E-05
  0.13712E-04  0.23732E-05
  0.12681E-04  0.40197E-05
  0.12210E-04  0.54942E-05
  0.12054E-04  0.68887E-05
  0.12235E-04  0.81991E-05
  0.12770E-04  0.94878E-05
  0.14051E-04  0.10514E-04
  0.15378E-04  0.11003E-04
  0.17134E-04  0.98041E+00
  0.75423E-01  0.94551E+00
  0.10273E+00  0.88242E+00
  0.89137E-01  0.82085E+00
  0.47895E-01  0.78980E+00
  0.15984E-13  0.77946E+00
  0.96061E-13  0.23217E+01
  0.60596E-01  0.23018E+01
  0.99960E-01  0.22483E+01
  0.10248E+00  0.21789E+01
  0.64653E-01  0.21200E+01
  0.14838E-04  0.20940E-04
  0.14274E-04  0.20490E-04
  0.14184E-04  0.20033E-04
  0.14393E-04  0.19455E-04
  0.14841E-04  0.18646E-04
  0.15486E-04  0.17676E-04
  0.16393E-04  0.16588E-04
  0.17707E-04  0.15325E-04
  0.19415E-04  0.13709E-04
  0.21556E-04  0.11233E-04
  0.23286E-04  0.79928E+00
  0.15023E+00  0.76836E+00
  0.26791E+00  0.68948E+00
  0.33700E+00  0.59761E+00
  0.36662E+00  0.50936E+00
  0.36550E+00  0.43251E+00
  0.34028E+00  0.36464E+00
  0.29138E+00  0.30339E+00
  0.21741E+00  0.24862E+00
  0.11715E+00  0.20850E+00
  0.17279E-04  0.19560E-05
  0.16080E-04  0.25761E-05
  0.14904E-04  0.35910E-05
  0.14038E-04  0.47016E-05
  0.13478E-04  0.58468E-05
  0.13249E-04  0.69211E-05
  0.13332E-04  0.79123E-05
  0.13761E-04  0.87691E-05
  0.14459E-04  0.93838E-05
  0.15380E-04  0.94718E-05
  0.15945E-04  0.91592E+00
  0.37750E-01  0.90384E+00
  0.58204E-01  0.87463E+00
  0.53606E-01  0.84654E+00
  0.31364E-01  0.82735E+00
 -0.75560E-14  0.82109E+00
  0.10447E-12  0.22711E+01
  0.32200E-01  0.22599E+01
  0.52652E-01  0.22307E+01
  0.53361E-01  0.21937E+01
  0.33336E-01  0.21632E+01
  0.13994E-04  0.21524E-04
  0.13695E-04  0.20741E-04
  0.13537E-04  0.20031E-04
  0.13590E-04  0.19202E-04
  0.13845E-04  0.18198E-04
  0.14323E-04  0.17004E-04
  0.15055E-04  0.15615E-04
  0.16064E-04  0.13985E-04
  0.17345E-04  0.11996E-04
  0.18717E-04  0.95623E-05
  0.20011E-04  0.66183E+00
  0.10905E+00  0.64584E+00
  0.20035E+00  0.60439E+00
  0.26429E+00  0.54947E+00
  0.29845E+00  0.49348E+00
  0.30550E+00  0.44228E+00
  0.28758E+00  0.39799E+00
  0.24580E+00  0.36063E+00
  0.18091E+00  0.33089E+00
  0.96394E-01  0.31080E+00
  0.17882E-04  0.30327E-05
  0.16854E-04  0.37553E-05
  0.15863E-04  0.45666E-05
  0.15025E-04  0.54301E-05
  0.14437E-04  0.62659E-05
  0.14129E-04  0.70405E-05
  0.14110E-04  0.77257E-05
  0.14354E-04  0.82893E-05
  0.14811E-04  0.86699E-05
  0.15314E-04  0.88437E-05
  0.15721E-04  0.88026E+00
  0.24721E-01  0.87658E+00
  0.38938E-01  0.86805E+00
  0.37895E-01  0.85870E+00
  0.22837E-01  0.85242E+00
  0.43061E-13  0.85022E+00
 -0.20787E-13  0.22444E+01
  0.16473E-01  0.22381E+01
  0.26976E-01  0.22218E+01
  0.27313E-01  0.22017E+01
  0.17127E-01  0.21856E+01
  0.13128E-04  0.21793E-04
  0.12902E-04  0.20995E-04
  0.12697E-04  0.20146E-04
  0.12579E-04  0.19150E-04
  0.12637E-04  0.17939E-04
  0.12909E-04  0.16513E-04
  0.13415E-04  0.14867E-04
  0.14152E-04  0.12980E-04
  0.15070E-04  0.10814E-04
  0.16082E-04  0.83381E-05
  0.17039E-04  0.55999E+00
  0.87180E-01  0.55200E+00
  0.16365E+00  0.53052E+00
  0.22163E+00  0.50155E+00
  0.25745E+00  0.47135E+00
  0.26989E+00  0.44482E+00
  0.25871E+00  0.42449E+00
  0.22373E+00  0.41098E+00
  0.16570E+00  0.40347E+00
  0.88528E-01  0.40015E+00
  0.18592E-04  0.39925E-05
  0.17619E-04  0.47838E-05
  0.16633E-04  0.55221E-05
  0.15759E-04  0.61827E-05
  0.15106E-04  0.67546E-05
  0.14720E-04  0.72452E-05
  0.14605E-04  0.76554E-05
  0.14735E-04  0.79806E-05
  0.15045E-04  0.82197E-05
  0.15434E-04  0.83866E-05
  0.15759E-04  0.85347E+00
  0.23403E-01  0.85553E+00
  0.37430E-01  0.86089E+00
  0.36930E-01  0.86758E+00
  0.22577E-01  0.87301E+00
 -0.13285E-13  0.87508E+00
  0.12911E-12  0.22316E+01
  0.72058E-02  0.22274E+01
  0.12276E-01  0.22170E+01
  0.13348E-01  0.22053E+01
  0.83994E-02  0.21969E+01
  0.12311E-04  0.21958E-04
  0.12146E-04  0.21269E-04
  0.11736E-04  0.20457E-04
  0.11392E-04  0.19315E-04
  0.11206E-04  0.17899E-04
  0.11254E-04  0.16233E-04
  0.11539E-04  0.14353E-04
  0.12037E-04  0.12260E-04
  0.12705E-04  0.99461E-05
  0.13478E-04  0.74269E-05
  0.14280E-04  0.47542E+00
  0.77080E-01  0.47242E+00
  0.14642E+00  0.46445E+00
  0.20196E+00  0.45414E+00
  0.23988E+00  0.44503E+00
  0.25784E+00  0.44068E+00
  0.25381E+00  0.44378E+00
  0.22534E+00  0.45511E+00
  0.17119E+00  0.47176E+00
  0.92662E-01  0.48744E+00
  0.19452E-04  0.49509E-05
  0.18431E-04  0.58602E-05
  0.17263E-04  0.65724E-05
  0.16259E-04  0.70221E-05
  0.15498E-04  0.73241E-05
  0.15032E-04  0.75275E-05
  0.14849E-04  0.76700E-05
  0.14921E-04  0.77648E-05
  0.15198E-04  0.78445E-05
  0.15610E-04  0.79678E-05
  0.16006E-04  0.82220E+00
  0.32596E-01  0.83078E+00
  0.52178E-01  0.85230E+00
  0.51133E-01  0.87778E+00
  0.31164E-01  0.89734E+00
  0.23465E-13  0.90459E+00
  0.50843E-13  0.22284E+01
 -0.14138E-03  0.22236E+01
  0.22726E-02  0.22132E+01
  0.44911E-02  0.22053E+01
  0.62899E-02  0.22016E+01
  0.12077E-04  0.21940E-04
  0.11396E-04  0.21876E-04
  0.10780E-04  0.21041E-04
  0.10006E-04  0.19795E-04
  0.95305E-05  0.18090E-04
  0.93568E-05  0.16162E-04
  0.94464E-05  0.14050E-04
  0.97480E-05  0.11763E-04
  0.10226E-04  0.92982E-05
  0.10850E-04  0.66770E-05
  0.11575E-04  0.39731E+00
  0.75307E-01  0.39826E+00
  0.14361E+00  0.40098E+00
  0.20029E+00  0.40551E+00
  0.24231E+00  0.41372E+00
  0.26763E+00  0.42867E+00
  0.27327E+00  0.45404E+00
  0.25413E+00  0.49229E+00
  0.20116E+00  0.54131E+00
  0.11534E+00  0.58435E+00
  0.20822E-04  0.59666E-05
  0.19179E-04  0.73045E-05
  0.17784E-04  0.78272E-05
  0.16474E-04  0.80315E-05
  0.15585E-04  0.79724E-05
  0.15057E-04  0.78685E-05
  0.14836E-04  0.77350E-05
  0.14887E-04  0.75784E-05
  0.15220E-04  0.74235E-05
  0.15750E-04  0.74252E-05
  0.16447E-04  0.77151E+00
  0.57763E-01  0.79125E+00
  0.89150E-01  0.84028E+00
  0.86245E-01  0.89459E+00
  0.51649E-01  0.93521E+00
  0.23074E-13  0.94977E+00
 -0.14022E-12  0.22366E+01
 -0.11321E-01  0.22269E+01
 -0.10403E-01  0.22065E+01
  0.52618E-02  0.21946E+01
 -0.76581E-03  0.22088E+01
  0.10968E-04  0.22671E-04
  0.11843E-04  0.22549E-04
  0.96183E-05  0.22501E-04
  0.83056E-05  0.20581E-04
  0.75302E-05  0.18505E-04
  0.72013E-05  0.16258E-04
  0.71443E-05  0.13919E-04
  0.72865E-05  0.11452E-04
  0.75947E-05  0.88227E-05
  0.81063E-05  0.60253E-05
  0.88592E-05  0.31703E+00
  0.80481E-01  0.32267E+00
  0.15338E+00  0.33596E+00
  0.21339E+00  0.35375E+00
  0.26125E+00  0.37568E+00
  0.29642E+00  0.40621E+00
  0.31680E+00  0.45035E+00
  0.31513E+00  0.51623E+00
  0.27727E+00  0.60900E+00
  0.15585E+00  0.71610E+00
  0.21519E-04  0.79869E-05
  0.20707E-04  0.89876E-05
  0.17855E-04  0.97650E-05
  0.16269E-04  0.91427E-05
  0.15304E-04  0.86681E-05
  0.14790E-04  0.82241E-05
  0.14558E-04  0.78333E-05
  0.14585E-04  0.74072E-05
  0.14920E-04  0.69214E-05
  0.15925E-04  0.64635E-05
  0.16881E-04  0.67532E+00
  0.10658E+00  0.72161E+00
  0.16883E+00  0.82195E+00
  0.15409E+00  0.92901E+00
  0.90073E-01  0.10005E+01
 -0.11712E-13  0.10261E+01
  0.85053E-14  0.22674E+01
 -0.37321E-01  0.22458E+01
 -0.41772E-01  0.21890E+01
 -0.13079E-02  0.21578E+01
  0.11155E+00  0.21858E+01
  0.24236E-04  0.19394E-04
  0.10718E-04  0.28188E-04
  0.79153E-05  0.24215E-04
  0.59006E-05  0.21707E-04
  0.51508E-05  0.18999E-04
  0.47772E-05  0.16451E-04
  0.46566E-05  0.13908E-04
  0.46712E-05  0.11307E-04
  0.47937E-05  0.85425E-05
  0.50318E-05  0.54741E-05
  0.56354E-05  0.22291E+00
  0.10068E+00  0.23732E+00
  0.17574E+00  0.26991E+00
  0.23846E+00  0.29791E+00
  0.29234E+00  0.32962E+00
  0.33959E+00  0.36978E+00
  0.37901E+00  0.42748E+00
  0.41124E+00  0.50699E+00
  0.41114E+00  0.65638E+00
  0.38114E+00  0.87559E+00
  0.32858E-04  0.79418E-05
  0.19697E-04  0.15018E-04
  0.17133E-04  0.11492E-04
  0.15330E-04  0.10310E-04
  0.14648E-04  0.92499E-05
  0.14249E-04  0.85399E-05
  0.14061E-04  0.79378E-05
  0.13974E-04  0.73807E-05
  0.14189E-04  0.63743E-05
  0.14601E-04  0.52159E-05
  0.18534E-04  0.46170E+00
  0.27093E+00  0.57316E+00
  0.31935E+00  0.82411E+00
  0.27413E+00  0.99618E+00
  0.15341E+00  0.11154E+01
  0.11655E-14  0.11561E+01
 -0.13528E-12  0.23497E+01
 -0.10114E+00  0.23005E+01
 -0.13324E+00  0.21824E+01
 -0.36808E-01  0.19890E+01
  0.78379E-01  0.22932E+01
  0.18462E+01  0.51802E-04
  0.70000E+00  0.30617E-04
  0.39532E+00  0.26702E-04
  0.28375E+00  0.22501E-04
  0.23567E+00  0.19422E-04
  0.21442E+00  0.16620E-04
  0.20404E+00  0.13966E-04
  0.19727E+00  0.11293E-04
  0.18919E+00  0.85671E-05
  0.17217E+00  0.50808E-05
  0.10879E+00  0.68702E-01
  0.13795E+00  0.16491E+00
  0.21111E+00  0.20422E+00
  0.27080E+00  0.23959E+00
  0.33012E+00  0.27491E+00
  0.38918E+00  0.31848E+00
  0.45159E+00  0.37562E+00
  0.51497E+00  0.47122E+00
  0.62454E+00  0.54526E+00
  0.59436E+00  0.12407E+01
  0.21754E+01  0.38632E-04
  0.15838E+01  0.15944E-04
  0.14375E+01  0.13427E-04
  0.13883E+01  0.10851E-04
  0.13662E+01  0.95955E-05
  0.13545E+01  0.87130E-05
  0.13442E+01  0.80764E-05
  0.13282E+01  0.73767E-05
  0.12948E+01  0.71016E-05
  0.12214E+01  0.13220E-05
  0.10059E+01  -0.20989E+00
  0.53565E+00  0.54862E+00
  0.58795E+00  0.85074E+00
  0.45302E+00  0.11295E+01
  0.25860E+00  0.13063E+01
  0.23940E-14  0.13735E+01
 -0.15145E-13  0.25350E+01
 -0.21459E+00  0.24357E+01
 -0.36518E+00  0.21934E+01
 -0.27349E+00  0.18821E+01
  0.13204E+00  0.14703E+01
  0.29564E+00  0.11179E+01
  0.51536E+00  0.31688E+00
  0.32438E+00  0.13351E+00
  0.25735E+00  0.55797E-01
  0.22439E+00  0.24939E-01
  0.20974E+00  0.11533E-01
  0.20247E+00  0.62507E-02
  0.19776E+00  0.53206E-02
  0.19254E+00  0.79438E-02
  0.18242E+00  0.20219E-01
  0.18328E+00  0.49834E-01
  0.20158E+00  0.10321E+00
  0.24754E+00  0.14697E+00
  0.30517E+00  0.17976E+00
  0.36765E+00  0.21293E+00
  0.43729E+00  0.25147E+00
  0.51641E+00  0.30330E+00
  0.61897E+00  0.36657E+00
  0.73566E+00  0.49211E+00
  0.10852E+01  0.53522E+00
  0.12501E+01  0.58806E+00
  0.14963E+01  0.14075E+00
  0.14041E+01  0.59574E-01
  0.13770E+01  0.24483E-01
  0.13620E+01  0.12055E-01
  0.13539E+01  0.79875E-02
  0.13467E+01  0.95937E-02
  0.13356E+01  0.17480E-01
  0.13121E+01  0.39776E-01
  0.12660E+01  0.75727E-01
  0.11440E+01  0.23673E+00
  0.10541E+01  0.51102E+00
  0.90969E+00  0.96193E+00
  0.76422E+00  0.13273E+01
  0.39966E+00  0.16337E+01
  0.12055E-13  0.17262E+01
  0.10482E-12  0.29509E+01
 -0.54817E+00  0.27819E+01
 -0.60369E+00  0.21980E+01
 -0.74423E+00  0.16985E+01
 -0.42459E+00  0.11209E+01
 -0.65694E-01  0.67434E+00
  0.10305E+00  0.39542E+00
  0.18886E+00  0.17031E+00
  0.19562E+00  0.77605E-01
  0.19836E+00  0.34747E-01
  0.19861E+00  0.16287E-01
  0.19872E+00  0.88346E-02
  0.19882E+00  0.73751E-02
  0.19927E+00  0.11017E-01
  0.20289E+00  0.21745E-01
  0.21368E+00  0.42454E-01
  0.23930E+00  0.67970E-01
  0.27992E+00  0.95108E-01
  0.33399E+00  0.12013E+00
  0.39904E+00  0.14501E+00
  0.47540E+00  0.17373E+00
  0.56725E+00  0.20872E+00
  0.67851E+00  0.25453E+00
  0.83499E+00  0.29891E+00
  0.10009E+01  0.32509E+00
  0.12000E+01  0.23715E+00
  0.12908E+01  0.17197E+00
  0.13474E+01  0.71850E-01
  0.13507E+01  0.34001E-01
  0.13524E+01  0.16707E-01
  0.13525E+01  0.11314E-01
  0.13526E+01  0.13479E-01
  0.13527E+01  0.25098E-01
  0.13540E+01  0.52676E-01
  0.13551E+01  0.12030E+00
  0.13795E+01  0.25896E+00
  0.14197E+01  0.56068E+00
  0.14460E+01  0.10280E+01
  0.10207E+01  0.17214E+01
  0.74176E+00  0.20846E+01
  0.74791E-14  0.23239E+01
 -0.11824E-12  0.36363E+01
 -0.77816E+00  0.33241E+01
 -0.27748E+01  0.29129E+01
 -0.14979E+01  0.10801E+01
 -0.84773E+00  0.63500E+00
 -0.36887E+00  0.38635E+00
 -0.82856E-01  0.21550E+00
  0.66471E-01  0.11373E+00
  0.14050E+00  0.52872E-01
  0.17278E+00  0.24464E-01
  0.18772E+00  0.11519E-01
  0.19497E+00  0.62956E-02
  0.19964E+00  0.52232E-02
  0.20496E+00  0.73887E-02
  0.21406E+00  0.13158E-01
  0.23095E+00  0.22411E-01
  0.25871E+00  0.34546E-01
  0.29940E+00  0.47399E-01
  0.35300E+00  0.60243E-01
  0.41942E+00  0.73518E-01
  0.49970E+00  0.88464E-01
  0.59606E+00  0.10638E+00
  0.71287E+00  0.12629E+00
  0.84779E+00  0.14326E+00
  0.99824E+00  0.14050E+00
  0.11302E+01  0.12351E+00
  0.12369E+01  0.79501E-01
  0.12965E+01  0.47193E-01
  0.13287E+01  0.22746E-01
  0.13431E+01  0.11805E-01
  0.13513E+01  0.80235E-02
  0.13585E+01  0.96231E-02
  0.13698E+01  0.17566E-01
  0.13926E+01  0.37522E-01
  0.14440E+01  0.80534E-01
  0.15511E+01  0.17819E+00
  0.17937E+01  0.33127E+00
  0.21536E+01  0.10348E+01
  0.31353E+01  0.17332E+01
  0.93392E+00  0.32528E+01
 -0.15445E-13  0.31741E+01
  0.19284E-13  0.42224E+01
 -0.11238E+01  0.54253E+01
 -0.10487E-03  0.13423E-03
 -0.11622E-04  0.11615E-03
 -0.11760E-04  0.14059E-03
 -0.43301E-05  0.14941E-03
 -0.15870E-05  0.15708E-03
  0.28988E-06  0.16235E-03
  0.11833E-05  0.16667E-03
  0.16299E-05  0.17037E-03
  0.18342E-05  0.17376E-03
  0.19358E-05  0.17698E-03
  0.20006E-05  0.18016E-03
  0.20692E-05  0.18343E-03
  0.21794E-05  0.18684E-03
  0.23607E-05  0.19043E-03
  0.26492E-05  0.19413E-03
  0.30566E-05  0.19785E-03
  0.35939E-05  0.20146E-03
  0.42635E-05  0.20485E-03
  0.50767E-05  0.20790E-03
  0.60553E-05  0.21050E-03
  0.72105E-05  0.21250E-03
  0.85345E-05  0.21368E-03
  0.98985E-05  0.21384E-03
  0.11181E-04  0.21278E-03
  0.12161E-04  0.21057E-03
  0.12829E-04  0.20726E-03
  0.13199E-04  0.20306E-03
  0.13395E-04  0.19805E-03
  0.13507E-04  0.19227E-03
  0.13607E-04  0.18573E-03
  0.13767E-04  0.17835E-03
  0.14068E-04  0.17005E-03
  0.14831E-04  0.16040E-03
  0.15882E-04  0.14995E-03
  0.20957E-04  0.13275E-03
  0.17834E-04  0.13784E-03
